index,Country/Region,Day,Confirmed,Deaths,Recovered,Active Cases,Cases,Death Rate,Recovery Rate,New Deaths,New Recovered,New Cases,New Case Rate,New Death Rate
2350,Cruise Ship,3,712.0,8.0,325.0,379.0,387.0,0.011235955056179775,0.45646067415730335,8.0,325.0,708.0,707.0,-9.0
1201,Botswana,3,4.0,1.0,0.0,3.0,4.0,0.25,0.0,-7.0,-325.0,-708.0,-2.0,-1.875
8450,Suriname,3,5.0,0.0,0.0,5.0,5.0,0.0,0.0,-1.0,0.0,1.0,-1.0014124293785311,-0.8571428571428572
4280,Indonesia,3,19.0,0.0,0.0,19.0,19.0,0.0,0.0,0.0,0.0,14.0,13.0,-1.0
8750,Tajikistan,3,128.0,2.0,0.0,126.0,128.0,0.015625,0.0,2.0,0.0,122.0,60.0,inf
4339,Iran,3,104.0,20.0,0.0,84.0,104.0,0.19230769230769232,0.0,18.0,0.0,-24.0,-1.1967213114754098,8.0
3346,Gabon,3,5.0,1.0,0.0,4.0,5.0,0.2,0.0,-19.0,0.0,-99.0,3.125,-2.0555555555555554
8742,Taiwan*,3,144.0,2.0,42.0,100.0,102.0,0.013888888888888888,0.2916666666666667,1.0,42.0,139.0,-2.404040404040404,-1.0526315789473684
9619,West Bank and Gaza,3,109.0,1.0,18.0,90.0,91.0,0.009174311926605505,0.1651376146788991,-1.0,-24.0,-35.0,-1.2517985611510791,-2.0
3341,French Guiana,3,15.0,0.0,0.0,15.0,15.0,0.0,0.0,-1.0,-18.0,-94.0,1.6857142857142855,0.0
1456,Burma,3,14.0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,-1.0,-0.9893617021276596,-1.0
8400,Sudan,3,2.0,1.0,0.0,1.0,2.0,0.5,0.0,1.0,0.0,-12.0,11.0,inf
3020,Estonia,3,40.0,0.0,0.0,40.0,40.0,0.0,0.0,-1.0,0.0,38.0,-4.166666666666666,-2.0
7490,Saint Kitts and Nevis,3,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,-38.0,-2.0,-1.0
1921,China,3,1399.0,42.0,39.0,1318.0,1360.0,0.03002144388849178,0.027877055039313797,42.0,39.0,1393.0,463.3333333333333,inf
9257,Uganda,3,9.0,0.0,0.0,9.0,9.0,0.0,0.0,-42.0,-39.0,-1390.0,-1.9978463747307968,-2.0
1094,Bolivia,3,24.0,0.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,15.0,-1.0107913669064748,-1.0
3734,Guatemala,3,9.0,1.0,0.0,8.0,9.0,0.1111111111111111,0.0,1.0,0.0,6.0,-1.2857142857142856,inf
636,Bahamas,3,5.0,0.0,1.0,4.0,4.0,0.0,0.2,-1.0,1.0,-4.0,-1.6666666666666665,-2.0
2621,Djibouti,3,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,-1.0,-2.0,-0.5,-1.0
4997,Kosovo,3,91.0,1.0,1.0,89.0,90.0,0.01098901098901099,0.01098901098901099,1.0,-1.0,73.0,3.8666666666666663,inf
6893,Panama,3,36.0,1.0,0.0,35.0,36.0,0.027777777777777776,0.0,0.0,-1.0,-55.0,-1.7534246575342465,-1.0
5622,Malawi,3,4.0,0.0,0.0,4.0,4.0,0.0,0.0,-1.0,0.0,-32.0,-0.4181818181818182,-inf
6274,Mozambique,3,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,-1.03125,-1.0
9417,United Kingdom,3,1567.0,58.0,21.0,1488.0,1546.0,0.037013401403956606,0.013401403956604978,58.0,21.0,1562.0,1561.0,inf
7741,Senegal,3,20.0,0.0,5.0,15.0,15.0,0.0,0.25,-58.0,-16.0,-1547.0,-1.9903969270166453,-2.0
6833,Pakistan,3,12.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,-5.0,-8.0,-0.9948287007110537,-1.0
9304,Ukraine,3,7.0,1.0,0.0,6.0,7.0,0.14285714285714285,0.0,1.0,0.0,-11.0,-1.6875,inf
3728,Guadeloupe,3,27.0,0.0,0.0,27.0,27.0,0.0,0.0,-1.0,0.0,20.0,-2.8181818181818183,-2.0
326,Argentina,3,24.0,2.0,0.0,22.0,24.0,0.08333333333333333,0.0,2.0,0.0,-3.0,-1.15,-3.0
1864,Chile,3,13.0,0.0,0.0,13.0,13.0,0.0,0.0,-2.0,0.0,-11.0,2.6666666666666665,-2.0
2577,Diamond Princess,3,712.0,10.0,597.0,105.0,115.0,0.014044943820224719,0.8384831460674157,10.0,597.0,699.0,-64.54545454545455,-6.0
8053,Slovenia,3,31.0,0.0,0.0,31.0,31.0,0.0,0.0,-10.0,-597.0,-681.0,-1.9742489270386265,-2.0
3837,Guinea-Bissau,3,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,-29.0,-0.9574155653450808,-1.0
6216,Morocco,3,8.0,2.0,0.0,6.0,8.0,0.25,0.0,2.0,0.0,4.0,-1.5,inf
6996,Paraguay,3,12.0,0.0,0.0,12.0,12.0,0.0,0.0,-2.0,0.0,4.0,0.0,-2.0
1004,Benin,3,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,-7.0,-2.75,-1.0
4950,"Korea, South",3,9137.0,126.0,3730.0,5281.0,5407.0,0.013790084272737223,0.40823027251833205,126.0,3730.0,9135.0,9134.0,inf
2516,Denmark,3,26.0,0.0,0.0,26.0,26.0,0.0,0.0,-126.0,-3730.0,-9111.0,-1.9973727422003285,-2.0
8113,Somalia,3,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-25.0,-0.9972560640983427,-1.0
5908,Mauritius,3,28.0,2.0,0.0,26.0,28.0,0.07142857142857142,0.0,2.0,0.0,27.0,-2.08,inf
5286,Liberia,3,3.0,0.0,0.0,3.0,3.0,0.0,0.0,-2.0,0.0,-25.0,-1.925925925925926,-2.0
2460,Czech Republic,3,8.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,5.0,-1.2,-1.0
1347,Bulgaria,3,41.0,2.0,0.0,39.0,41.0,0.04878048780487805,0.0,2.0,0.0,34.0,4.666666666666667,inf
113,Algeria,3,24.0,0.0,0.0,24.0,24.0,0.0,0.0,-2.0,0.0,-17.0,-1.5,-2.0
9695,Yemen,3,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-23.0,0.3529411764705883,-1.0
4597,Italy,3,20.0,1.0,0.0,19.0,20.0,0.05,0.0,1.0,0.0,19.0,inf,inf
3881,Guyana,3,35.0,5.0,0.0,30.0,35.0,0.14285714285714285,0.0,4.0,0.0,15.0,-0.21052631578947367,3.0
5223,Lebanon,4,10.0,0.0,0.0,10.0,10.0,0.0,0.0,-5.0,0.0,-25.0,-2.666666666666667,-2.25
7999,Slovakia,4,16.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,6.0,-1.24,-1.0
5858,Martinique,4,31.0,2.0,0.0,29.0,31.0,0.06451612903225806,0.0,2.0,-3.0,25.0,7.333333333333334,inf
8401,Sudan,4,2.0,1.0,0.0,1.0,2.0,0.5,0.0,-1.0,0.0,-29.0,-2.16,-1.5
9696,Yemen,4,1.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.0,0.0,-1.0,-0.9655172413793104,0.0
7491,Saint Kitts and Nevis,4,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,-2.0,-1.0
7596,San Marino,4,16.0,1.0,0.0,15.0,16.0,0.0625,0.0,1.0,0.0,13.0,inf,inf
7689,Saudi Arabia,4,20.0,0.0,1.0,19.0,19.0,0.0,0.05,-1.0,1.0,4.0,-0.6923076923076923,-2.0
6316,Namibia,4,7.0,0.0,2.0,5.0,5.0,0.0,0.2857142857142857,0.0,1.0,-13.0,-4.25,-1.0
6217,Morocco,4,13.0,2.0,1.0,10.0,12.0,0.15384615384615385,0.07692307692307693,2.0,1.0,9.0,2.0,inf
